administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,special_day,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,total_pages,total_duration,product_page_share,product_duration_share,avg_time_per_page,admin_to_product_ratio,info_to_product_ratio,exit_minus_bounce,bounce_x_exit,log1p_administrative_duration,log1p_informational_duration,log1p_product_related_duration,log1p_total_duration,log1p_total_pages,revenue
0,0.0,0,0.0,33,601.9714286,0.006451613,0.012903226,0.0,0.0,May,2,2,7,13,Returning_Visitor,0,33,601.9714286,0.9999999999696971,0.9999999999983388,18.24155844187147,0.0,0.0,0.006451613,8.3246620603538e-05,0.0,0.0,6.4018698135150665,6.4018698135150665,3.5263605246161616,0
0,0.0,0,0.0,30,901.2888889,0.0,0.007333333,34.14841957,0.0,Dec,2,2,7,2,New_Visitor,0,30,901.2888889,0.9999999999666667,0.9999999999988904,30.0429629623319,0.0,0.0,0.007333333,0.0,0.0,0.0,6.804934744727583,6.804934744727583,3.4339872044851463,1
3,92.75,2,7.0,23,1347.9625,0.008333333,0.020833333,32.4141704,0.0,Nov,2,2,6,2,Returning_Visitor,0,28,1447.7125,0.8214285713992346,0.9310981980186459,51.704017855296286,0.13043478260302457,0.08695652173534972,0.012499999999999999,0.00017361110138888899,4.54063166485052,2.0794415416798357,7.207091057452212,7.278430509935866,3.367295829986474,0
5,246.25,1,9.0,14,548.25,0.022222222,0.05,0.0,0.0,May,1,1,2,2,Returning_Visitor,1,20,803.5,0.699999999965,0.6823273179829716,40.17499999799125,0.35714285711734695,0.07142857142346938,0.027777778000000003,0.0011111111,5.510399970502822,2.302585092994046,6.30855371126472,6.690220966432438,3.044522437723423,0
7,165.9166667,2,150.5,42,3127.078788,0.009614512,0.021287825,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,0,51,3443.4954546999998,0.8235294117485583,0.9081117803512609,67.51951871828393,0.16666666666269842,0.047619047617913836,0.011673313,0.00020467204891640002,5.117494686077518,5.020585624949423,8.04817428932753,8.144532715450438,3.9512437185814275,0
0,0.0,0,0.0,4,53.625,0.0,0.05,0.0,0.0,Nov,3,2,1,11,Returning_Visitor,0,4,53.625,0.99999999975,0.999999999981352,13.406249996648437,0.0,0.0,0.05,0.0,0.0,0.0,4.000491653415755,4.000491653415755,1.6094379124341003,0
4,63.0,0,0.0,10,565.5,0.0,0.015384615,0.0,0.0,Dec,8,13,9,20,Other,0,14,628.5,0.7142857142346939,0.8997613365140815,44.89285713965051,0.39999999996,0.0,0.015384615,0.0,4.1588830833596715,0.0,6.339477080468061,6.444925853484402,2.70805020110221,0
5,55.5,2,132.5,61,2190.429367,0.013846154,0.038778999,0.0,0.0,Nov,3,2,3,13,Returning_Visitor,0,68,2378.429367,0.8970588235162197,0.9209562400257224,34.976902455367984,0.08196721311341038,0.032786885245364154,0.024932845000000002,0.000536939992119846,4.034240638152395,4.894101477840304,7.692309288903678,7.774615976153368,4.23410650459726,0
5,184.3333333,1,108.0,10,558.8,0.0,0.014285714,0.0,0.0,Mar,3,2,7,8,New_Visitor,0,16,851.1333333,0.6249999999609375,0.6565363828870071,53.19583332792526,0.49999999995,0.09999999999,0.014285714,0.0,5.222156005402616,4.6913478822291435,6.327579577081353,6.747743009068899,2.833213344056216,0
0,0.0,1,297.2,8,320.2666667,0.0,0.044444444,17.79528223,0.0,Oct,2,2,1,20,Returning_Visitor,0,9,617.4666666999999,0.8888888887901234,0.5186784711976766,68.60740740348805,0.0,0.124999999984375,0.044444444,0.0,0.0,5.697764402330638,5.7722715156418785,6.427243296604958,2.302585092994046,1
0,0.0,0,0.0,2,58.6,0.0,0.05,0.0,0.0,Jul,1,2,2,1,Returning_Visitor,0,2,58.6,0.9999999995,0.9999999999829352,29.29999998535,0.0,0.0,0.05,0.0,0.0,0.0,4.087655574071304,4.087655574071304,1.0986122886681098,0
0,0.0,0,0.0,4,63.0,0.0,0.05,0.0,0.0,Mar,1,1,2,3,Returning_Visitor,0,4,63.0,0.99999999975,0.999999999984127,15.749999996062499,0.0,0.0,0.05,0.0,0.0,0.0,4.1588830833596715,4.1588830833596715,1.6094379124341003,0
0,0.0,0,0.0,5,42.0,0.04,0.08,0.0,0.0,May,2,2,2,13,Returning_Visitor,0,5,42.0,0.9999999998,0.9999999999761906,8.39999999832,0.0,0.0,0.04,0.0032,0.0,0.0,3.7612001156935624,3.7612001156935624,1.791759469228055,0
0,0.0,0,0.0,7,267.5,0.028571429,0.064285714,0.0,0.0,Dec,2,2,6,3,Returning_Visitor,0,7,267.5,0.9999999998571428,0.9999999999962618,38.21428570882653,0.0,0.0,0.035714285,0.0018367347132653058,0.0,0.0,5.5928509139489195,5.5928509139489195,2.0794415416798357,0
0,0.0,5,118.5,17,558.3988095,0.022727273,0.046212121,0.0,0.0,Dec,1,8,5,11,Returning_Visitor,0,22,676.8988095,0.7727272726921488,0.8249369058746662,30.768127703146902,0.0,0.2941176470415225,0.023484848000000003,0.001050275489876033,0.0,4.783316371371566,6.326862652592552,6.518998028276652,3.1354942159291497,0
0,0.0,0,0.0,100,2852.013141,0.000444444,0.024301656,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,0,100,2852.013141,0.99999999999,0.9999999999996494,28.520131409714796,0.0,0.0,0.023857212000000003,1.0800725199264001e-05,0.0,0.0,7.956130957231634,7.956130957231634,4.61512051684126,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,May,1,1,7,3,New_Visitor,0,1,0.0,0.9999999989999999,0.0,0.0,0.0,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.6931471805599453,0
1,14.0,0,0.0,17,1093.142857,0.0,0.02125,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,0,18,1107.142857,0.9444444443919753,0.987354838707154,61.50793649658289,0.0588235294083045,0.0,0.02125,0.0,2.70805020110221,0.0,6.997726556723715,7.010440791306642,2.9444389791664403,0
0,0.0,0,0.0,4,148.5,0.05,0.083333333,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,1,4,148.5,0.99999999975,0.999999999993266,37.12499999071875,0.0,0.0,0.03333333299999999,0.00416666665,0.0,0.0,5.0072963928307415,5.0072963928307415,1.6094379124341003,0
0,0.0,0,0.0,4,29.0,0.1,0.125,0.0,0.8,May,2,2,2,4,Returning_Visitor,0,4,29.0,0.99999999975,0.9999999999655173,7.2499999981875,0.0,0.0,0.024999999999999994,0.0125,0.0,0.0,3.4011973816621555,3.4011973816621555,1.6094379124341003,0
8,279.25,2,1652.0,43,1717.740476,0.0,0.018472224,18.07802206,0.0,Dec,3,2,5,2,Returning_Visitor,0,53,3648.990476,0.8113207547016732,0.47074402832711837,68.84887690436135,0.18604651162358032,0.04651162790589508,0.018472224,0.0,5.635682061952269,7.410347097821024,7.449347020163165,8.202479837258064,3.9889840465642745,1
0,0.0,2,38.25,51,2767.97619,0.003846154,0.030128205,0.0,0.0,Dec,2,5,1,2,Returning_Visitor,0,53,2806.22619,0.9622641509252403,0.9863695948183755,52.94766396126514,0.0,0.03921568627374087,0.026282051,0.00011587771617357001,0.0,3.6699514442284173,7.926232924361872,7.939952153806562,3.9889840465642745,0
1,15.2,0,0.0,30,515.5333333,0.0,0.016666667,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,0,31,530.7333333,0.9677419354526535,0.9713603818579462,17.12043010589934,0.03333333333222222,0.0,0.016666667,0.0,2.785011242238338,0.0,6.247139823360143,6.276142110476776,3.4657359027997265,0
17,975.75,0,0.0,40,3970.7,0.005555556,0.020381594,8.022839506,0.6,May,2,2,3,4,Returning_Visitor,0,57,4946.45,0.7017543859526009,0.8027373166612817,86.77982455988106,0.42499999998937504,0.0,0.014826038,0.000113231086836264,6.88423073393518,0.0,8.28694949361172,8.506627571311455,4.060443010546419,0
0,0.0,0,0.0,14,275.0,0.0,0.023076923,0.0,0.0,Nov,2,2,9,20,Returning_Visitor,1,14,275.0,0.9999999999285715,0.9999999999963637,19.64285714145408,0.0,0.0,0.023076923,0.0,0.0,0.0,5.62040086571715,5.62040086571715,2.70805020110221,0
1,229.8,0,0.0,41,1083.716667,0.0,0.006666667,0.0,0.0,June,2,5,8,2,Returning_Visitor,0,42,1313.5166669999999,0.9761904761672336,0.8250498027362868,31.27420635639823,0.024390243901844143,0.0,0.006666667,0.0,5.441551534633945,0.0,6.989074095466981,7.181224323435313,3.7612001156935624,0
1,0.0,0,0.0,3,58.6,0.0,0.05,113.3238614,0.0,Oct,2,2,9,2,Returning_Visitor,1,4,58.6,0.7499999998125,0.9999999999829352,14.6499999963375,0.3333333332222222,0.0,0.05,0.0,0.0,0.0,4.087655574071304,4.087655574071304,1.6094379124341003,1
0,0.0,0,0.0,11,482.6666667,0.0,0.02,22.738,0.0,May,1,1,6,2,New_Visitor,0,11,482.6666667,0.9999999999090909,0.9999999999979282,43.878787877829204,0.0,0.0,0.02,0.0,0.0,0.0,6.181395964284996,6.181395964284996,2.4849066497880004,1
10,261.5,4,406.0,60,3121.283333,0.002857143,0.010935374,13.71812571,0.4,May,3,2,3,6,Returning_Visitor,0,74,3788.783333,0.8108108107998538,0.8238220712736587,51.199774769578376,0.1666666666638889,0.06666666666555555,0.008078231,3.1243927276482e-05,5.570251082031678,6.008813185442595,8.046319850641048,8.240064128368436,4.31748811353631,0
5,170.8333333,0,0.0,79,1193.517172,0.0,0.002821869,0.0,0.0,Oct,4,1,1,2,Returning_Visitor,1,84,1364.3505053000001,0.9404761904649943,0.8747877963637275,16.242267920044736,0.06329113923970517,0.0,0.002821869,0.0,5.146525014594919,0.0,7.085497342552026,7.2191664550961665,4.442651256490317,0
9,104.9857143,0,0.0,79,1926.33339,0.01533101,0.020052948,0.0,0.0,May,3,2,3,13,Returning_Visitor,0,88,2031.3191043,0.8977272727170712,0.9483164835703514,23.083171639510418,0.1139240506314693,0.0,0.004721938,0.00030743194631748004,4.6633043142749555,0.0,7.5638926633097725,7.616932835886675,4.48863636973214,0
3,40.25,3,9.0,26,683.0292208,0.006451613,0.032319508,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,0,32,732.2792208,0.8124999999746094,0.9327442338905532,22.883725649284884,0.11538461538017751,0.11538461538017751,0.025867894999999995,0.00020851295796640398,3.71965111278069,2.302585092994046,6.528000637177893,6.597526558137513,3.4965075614664802,1
2,53.0,0,0.0,23,1668.285119,0.008333333,0.016312636,0.0,0.0,Feb,1,1,9,3,Returning_Visitor,0,25,1721.285119,0.9199999999632,0.9692090523435419,68.85140475724594,0.08695652173534972,0.0,0.007979302999999998,0.000135938627895788,3.9889840465642745,0.0,7.420150741306542,7.451407245613931,3.258096538021482,0
0,0.0,0,0.0,7,88.0,0.085714286,0.142857143,0.0,0.0,Nov,2,4,3,1,Returning_Visitor,0,7,88.0,0.9999999998571428,0.9999999999886363,12.571428569632653,0.0,0.0,0.05714285699999999,0.012244898012244897,0.0,0.0,4.48863636973214,4.48863636973214,2.0794415416798357,0
0,0.0,4,52.5,38,2533.008333,0.0,0.026190476,0.0,0.0,Dec,2,4,4,2,Returning_Visitor,0,42,2585.508333,0.9047619047403629,0.9796945152599592,61.55972221282002,0.0,0.10526315789196677,0.026190476,0.0,0.0,3.979681653901961,7.837557649352394,7.858064111166584,3.7612001156935624,0
0,0.0,2,43.0,25,1053.080952,0.0,0.019786325,6.783,0.0,May,2,4,5,4,Returning_Visitor,1,27,1096.080952,0.9259259258916324,0.9607693209862835,40.595590813311276,0.0,0.0799999999968,0.019786325,0.0,0.0,3.784189633918261,6.960424530706069,7.00040825153618,3.332204510175204,0
4,82.46666667,0,0.0,10,153.9,0.016666667,0.016666667,0.0,0.0,Jul,3,2,6,4,Returning_Visitor,0,14,236.36666667,0.7142857142346939,0.6511070370773313,16.883333332365478,0.39999999996,0.0,0.0,0.000277777788888889,4.42444735059777,0.0,5.042779747422823,5.469606062334012,2.70805020110221,1
0,0.0,0,0.0,4,19.6,0.075,0.108333333,0.0,0.0,May,3,2,6,4,Returning_Visitor,1,4,19.6,0.99999999975,0.9999999999489796,4.899999998775001,0.0,0.0,0.03333333300000001,0.008124999975,0.0,0.0,3.0252910757955354,3.0252910757955354,1.6094379124341003,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,2,2,Other,0,1,0.0,0.9999999989999999,0.0,0.0,0.0,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.6931471805599453,0
9,177.3333333,0,0.0,70,2346.220238,0.002898551,0.003457557,0.0,0.0,Nov,1,1,5,3,Returning_Visitor,0,79,2523.5535713,0.8860759493558724,0.9297287224976258,31.94371609200071,0.12857142856959183,0.0,0.0005590059999999999,1.0021905299907e-05,5.183654458040981,0.0,7.7609870295396854,7.833819522632344,4.382026634673881,0
1,8.0,0,0.0,35,1295.916667,0.004166667,0.023611111,0.0,0.0,May,2,10,6,4,Returning_Visitor,1,36,1303.916667,0.9722222221952161,0.9938646385896731,36.21990741566056,0.028571428570612248,0.0,0.019444444,9.8379637037037e-05,2.1972245773362196,0.0,7.167744931674029,7.173894461012886,3.6109179126442243,0
2,13.0,0,0.0,17,296.2333333,0.0125,0.029166667,0.0,0.0,May,1,1,2,3,Returning_Visitor,1,19,309.2333333,0.8947368420581717,0.9579605475831866,16.275438593880242,0.117647058816609,0.0,0.016666667,0.00036458333750000004,2.6390573296152584,0.0,5.694517464360579,5.737324702416109,2.995732273553991,0
1,48.4,0,0.0,22,2707.386667,0.0,0.009722222,0.0,0.0,Sep,3,2,1,1,Returning_Visitor,1,23,2755.7866670000003,0.9565217390888469,0.9824369569021568,119.81681160348624,0.04545454545247934,0.0,0.009722222,0.0,3.899950424193877,0.0,7.904108410766704,7.921821029357443,3.1780538303479458,0
5,91.5,0,0.0,14,187.9166667,0.0,0.02745098,0.0,0.0,Dec,1,1,3,3,Returning_Visitor,0,19,279.4166667,0.7368421052243768,0.6725320608776967,14.706140351857572,0.35714285711734695,0.0,0.02745098,0.0,4.52720864451838,0.0,5.241306000895974,5.636276592409699,2.995732273553991,0
2,113.0,2,501.0,14,381.75,0.0,0.035294118,0.0,0.0,Dec,2,10,2,2,Returning_Visitor,0,18,995.75,0.7777777777345679,0.3833793622893463,55.31944444137114,0.14285714284693876,0.14285714284693876,0.035294118,0.0,4.736198448394496,6.218600119691729,5.947382034537793,6.904499986261464,2.9444389791664403,0
0,0.0,0,0.0,6,202.0,0.0,0.016666667,0.0,0.0,May,1,1,3,1,Returning_Visitor,1,6,202.0,0.9999999998333333,0.9999999999950495,33.66666666105556,0.0,0.0,0.016666667,0.0,0.0,0.0,5.313205979041787,5.313205979041787,1.9459101490553132,0
1,183.0,0,0.0,28,586.3722222,0.0,0.004021164,0.0,0.0,Dec,3,2,6,10,Returning_Visitor,0,29,769.3722222,0.9655172413460167,0.7621437391156671,26.530076626671377,0.035714285713010205,0.0,0.004021164,0.0,5.214935757608986,0.0,6.3756587282353765,6.646873803499499,3.4011973816621555,1
0,0.0,6,451.5,28,674.4345238,0.005882353,0.017647059,0.0,0.0,May,3,2,4,1,Returning_Visitor,1,34,1125.9345238,0.8235294117404846,0.5989997726716841,33.11572128726131,0.0,0.21428571427806123,0.011764706,0.000103806230449827,0.0,6.114787763139981,6.515356222724446,7.027256414570314,3.5553480614894135,0
0,0.0,0,0.0,17,887.8333333,0.00625,0.040625,0.0,0.0,May,2,4,3,3,Returning_Visitor,0,17,887.8333333,0.9999999999411765,0.9999999999988737,52.22549019104556,0.0,0.0,0.034375,0.00025390625,0.0,0.0,6.789909741335045,6.789909741335045,2.8903717578961645,0
0,0.0,1,0.0,16,485.6666667,0.0,0.0375,0.0,0.0,Mar,2,2,6,3,Returning_Visitor,1,17,485.6666667,0.941176470532872,0.999999999997941,28.56862745126067,0.0,0.06249999999609375,0.0375,0.0,0.0,0.0,6.187579426102766,6.187579426102766,2.8903717578961645,0
2,109.8,0,0.0,32,897.3619048,0.005882353,0.035620915,0.0,0.0,Sep,2,10,4,2,Returning_Visitor,0,34,1007.1619048,0.9411764705605538,0.8909807852366152,29.622408963834637,0.06249999999804688,0.0,0.029738562000000003,0.00020953479621299502,4.707726774313183,0.0,6.800572999141391,6.915884055574598,3.5553480614894135,0
0,0.0,0,0.0,4,28.0,0.0,0.05,0.0,0.6,May,4,1,1,1,Returning_Visitor,0,4,28.0,0.99999999975,0.9999999999642857,6.99999999825,0.0,0.0,0.05,0.0,0.0,0.0,3.367295829986474,3.367295829986474,1.6094379124341003,0
0,0.0,0,0.0,7,305.5,0.0,0.028571429,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,0,7,305.5,0.9999999998571428,0.9999999999967267,43.642857136622446,0.0,0.0,0.028571429,0.0,0.0,0.0,5.725217755376266,5.725217755376266,2.0794415416798357,0
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,Nov,3,2,1,10,Returning_Visitor,0,3,0.0,0.9999999996666666,0.0,0.0,0.0,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,1.3862943611198906,0
3,78.0,0,0.0,3,29.0,0.033333333,0.066666667,0.0,0.0,Mar,2,2,7,2,New_Visitor,1,6,107.0,0.49999999991666666,0.27102803738064457,17.83333333036111,0.9999999996666666,0.0,0.033333334,0.002222222211111111,4.3694478524670215,0.0,3.4011973816621555,4.68213122712422,1.9459101490553132,0
0,0.0,0,0.0,26,372.3833333,0.019230769,0.059615385,0.0,0.0,Sep,2,1,1,2,Returning_Visitor,0,26,372.3833333,0.9999999999615384,0.9999999999973146,14.322435895602982,0.0,0.0,0.040384616,0.001146449697781065,0.0,0.0,5.922605595135555,5.922605595135555,3.295836866004329,0
0,0.0,0,0.0,1,343.0,0.0,0.066666667,0.0,0.0,Nov,2,2,4,3,Other,0,1,343.0,0.9999999989999999,0.9999999999970846,342.999999657,0.0,0.0,0.066666667,0.0,0.0,0.0,5.840641657373398,5.840641657373398,0.6931471805599453,0
0,0.0,2,45.75,42,1931.630952,0.0,0.008333333,0.0,0.0,Dec,1,1,6,1,Returning_Visitor,1,44,1977.380952,0.9545454545237604,0.9768633353352051,44.94047618079681,0.0,0.047619047617913836,0.008333333,0.0,0.0,3.844814255734696,7.566637541167062,7.590034088178649,3.8066624897703196,0
